nl	en	fr	de	references	usage	description
Dakruiter	Roof turret	lanterneau	Dachfirst	Haslinghuis		
Dakruiter	Ridge turret	campanile	Dachreiter	Haslinghuis		
Dakruiter	Ridge turret	lanterneau	Dachreiter	Haslinghuis		
Dakruiter	Roof turret	campanile	Dachreiter	Haslinghuis		
Dakruiter	Roof turret	lanterneau	Dachreiter	Haslinghuis		
Dakruiter	Ridge turret	campanile	First	Haslinghuis		
Dakruiter	Ridge turret	lanterneau	First	Haslinghuis		
Dakruiter	Roof turret	campanile	First	Haslinghuis		
Dakruiter	Roof turret	lanterneau	First	Haslinghuis		
Dakschild	Roof hip	Côte du toit	Walm	Haslinghuis		
Dakspaan	Shingle	Bardeau	Holzschindel	Haslinghuis		
Dakspaan	Shingle	Bardeau	Schindel	Haslinghuis		
Dakspoor	Rafter	Chevron	Dachsparren	AAT/Haslinghuis	Dakspar	Rafters which are at right angles to the eaves of a roof and extend from the plate to the ridgeboard
Dakstoel	Roof truss(es)	comble	Dachstuhl	Haslinghuis		
Dakstoel	Roof truss(es)	Ferme	Dachstuhl	Haslinghuis		
Dakstoel	Roof truss(es)	comble	Dachwerk	Haslinghuis		
Dakstoel	Roof truss(es)	Ferme	Dachwerk	Haslinghuis		
Dam	Dam	Digue	Damm	AAT/ABR/KICH		Use for barriers to confine, control, or obstruct the flow of water
Deel	Deal	Aire	Brett	Haslinghuis		
Deel	Deal	Plancher	Brett	Haslinghuis		
Dek	Deck	Pont	Deck	AAT/Morel		
dek	deck 	pont	Deck 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Dekbalk	Superimposed tiebeam	Solive	Deckbalken	Haslinghuis		
Dekbalk	Superimposed tiebeam	Solive	Deckbinderbalken	Haslinghuis		
dekbalk	deckbeam, joist 	barrot (de pont)	Decksbalken 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Dekenkist	Blanket chest 	Bahut	Truhe	AAT		
dekplank	deckplank 	bordage de pont	Decksplanke 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dekronding	camber	bouge	Balkenbucht	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
dekronding	crown	bouge	Balkenbucht	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
dekronding	crown of beam	bouge	Balkenbucht	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
dekronding	roundup	bouge	Balkenbucht	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Deksel	Lid	Couvercle	Deckel	AAT/ABR		Covers which are usually hinged or otherwise attached
Deur	Door	Porte	Tür	AAT/Haslinghuis		Barriers which swing, slide, tilt, or fold to close a doorway, usually of solid and finished construction and usually leading to or separating interior spaces. Use also for similar features that close a container or a piece of case furniture. For barriers of less solid or finished construction, and usually separating two exterior spaces, use gates.
Deurkozijn	Door frame	Cadre	Türrahmen	AAT/Haslinghuis	Door case/casing (Eng)	Assemblies built into a wall, consisting of two upright members (doorjambs) and a horizontal member (doorhead) and providing support on which to hang the door
Deurkozijn	Door frame	Chambranle	Türrahmen	AAT/Haslinghuis	Door case/casing (Eng)	Assemblies built into a wall, consisting of two upright members (doorjambs) and a horizontal member (doorhead) and providing support on which to hang the door
Deurstijl	Door jamb	Montant de porte	Türpfosten	Haslinghuis		
Deurstijl	Door post	Montant de porte	Türpfosten	Haslinghuis		
Deurstijl	Door jamb	Montant de porte	Türständer	Haslinghuis		
Deurstijl	Door post	Montant de porte	Türständer	Haslinghuis		
Deurvleugel	Leaf	Battant	Türblatt	Haslinghuis		
deutel	quoin	coin	Deutel	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
deutel	quoin	épile	Deutel	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
deutel	quoin	tapon	Deutel	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
deuvel	tenon 	tenon	Nut 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Dijk	Dike	Digue	Deich	AAT/ABR/KICH		Use for embankments built along a river or sea and set at some distance from it to control or retain flood waters. For embankments built only to prevent flooding of low-lying land use levees.
Diverse vondsten	Miscellaneous finds	Objets divers	Mehrere Funde			
doft	thwart 	banc	Ducht 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Doksaal	Rood loft	Jubé	Doxale	AAT		Use for platforms above rood screens from which choirs sing or readings are made.
Doksaal	Rood loft	Jubé	Lettner	AAT		Use for platforms above rood screens from which choirs sing or readings are made.
dol	thole	tolet	Dolle	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dol	thole	tolet	Dollpflock 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dolboord	gunwale 	plat-bord	Dollbord 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dolboord met riempoorten	gunwale 	plat-bord avec ouverture de rame	Dollbord mit Riemenpforte 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dolboord zonder riempoorten	wash strake 	plat-bord sans ouverture de rame	Dollbord Ohne Riemenpforte 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Donjon	Keep	Donjon	Bergfried	AAT/Haslinghuis	Slottoren, donjon (Eng)	The strongest and securest parts of castles, often used as residences
Donjon	Keep	Donjon	Donjon	AAT/Haslinghuis	Slottoren, donjon (Eng)	The strongest and securest parts of castles, often used as residences
Donjon	Keep	Donjon	Turmburg	AAT/Haslinghuis	Slottoren, donjon (Eng)	The strongest and securest parts of castles, often used as residences
Doodkist	Coffin	Cercueil	Sarg	ABR		
doodshoofd	heart	moque	Dodshoofd	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Doos	Box	Boîte	Dose	ABR		
Dorpel	Doorstep	Seuil	Schwell	AAT/Haslinghuis		Strips fastened to the floor beneath a door, usually required to cover the joint when two types of floor material meet; may provide weather protection on external doors; for the lower sides and bottom of doorways, use doorsills
Dorpel	Threshold	Seuil	Schwell	AAT/Haslinghuis		Strips fastened to the floor beneath a door, usually required to cover the joint when two types of floor material meet; may provide weather protection on external doors; for the lower sides and bottom of doorways, use doorsills
Draagbalk	Summer	Solive	Träger	Haslinghuis		
Drempel	Sill	Seuil de porte	Schwelle	Haslinghuis	Deurdrempel?	
Drempel	Threshold	Seuil de porte	Schwelle	Haslinghuis	Deurdrempel?	
Drempel	Sill	Seuil de porte	Türschwelle	Haslinghuis	Deurdrempel?	
Drempel	Threshold	Seuil de porte	Türschwelle	Haslinghuis	Deurdrempel?	
driedekker	three-decker	trois-ponts	Dreidecker	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
drukker	  Unknown	  Inconnu	  Unbekannt	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle	ZL geeft 2 verklaringen	shipsterm
Drukschoor	Windbrace	Contrefiche	Kopfstrebe, Windrispe	Haslinghuis		
Drukschoor	Strut	Contrefiche	Strebe	Haslinghuis		
dubbeling	sheathing 	doublage	Plankenbeslag 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dubbeling	sheathing 	revêtement	Plankenbeslag 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Duig	Stave	Douve	Daube	AAT		Narrow boards used to build up a curved surface
Duiker	Culvert	Ponceau	Düker	AAT/ABR		Use for drainage structures that extend across and beneath roadways, canals, embankments, or traveled ways other than bridges.
Dwarsbalk	Transom(bar)	Traverse	Querbalken	Haslinghuis		
dwarsbalk	cross beam	barrot	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	cross beam	poutre transversale	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	transverse timber 	barrot	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	transverse timber 	poutre transversale	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	cross beam	barrot	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	cross beam	poutre transversale	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	transverse timber 	barrot	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	transverse timber 	poutre transversale	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	cross beam	barrot	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	cross beam	poutre transversale	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	transverse timber 	barrot	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarsbalk	transverse timber 	poutre transversale	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	cross beam	barrot	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	cross beam	poutre transversale	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	transverse timber 	barrot	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	transverse timber 	poutre transversale	Quergurt	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	cross beam	barrot	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	cross beam	poutre transversale	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	transverse timber 	barrot	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	transverse timber 	poutre transversale	Querriegel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	cross beam	barrot	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	cross beam	poutre transversale	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	transverse timber 	barrot	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
dwarshout	transverse timber 	poutre transversale	Quervergurtung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Dwarsschip	Transept	transept	Kreuzschiff	Haslinghuis		Transverse arms of cruciform churches
Dwarsschip	Transept	transept	Querschiff	Haslinghuis		Transverse arms of cruciform churches
dwarszaling	cross tree	traversin	Quersaling	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
ezelshoofd	cap	chouquet	Eselshaupt	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Fliering	Roof plate	panne	Pfette	Haslinghuis		
Fliering	Roof plate	panne	Stuhlrähm	Haslinghuis		
Fluit	Flute	Flûte	Flöte			
fluitschip	flute ship	flûte	Fleute	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
fokke rust	fore channel	porte-haubans de misaine	Fockrüste	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
fokkemars	fore top	hune de misaine	Fockmars	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
fokkemast	fore lower mast	mât majeur de misaine	Fockmast	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
fokkera	fore yard	vergue de misaine	Fockrah	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
frame first	frame first 	construction à membrures en premier	frame first 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
fregat	frigate	frégate	Fregatte	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
Fries	Frieze	Frise	Fries	AAT/Haslinghuis		Use for extended horizontal bands decorating architecture, furniture, or other objects and containing figures, scenes, or ornamental motifs. For the specific parts of classical entablatures, use friezes (entablature components).
fries	frieze	friese	Verzierung	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Fundering	Foundation	Fondation	Fundament	AAT/Haslinghuis		Use for those parts of structures, usually located below ground level, that transmit building loads to the soil or rock underneath; when specifically distinguishing the support systems and areas of structures below ground, including the foundation, from the above-ground portions, use substructures.
Funderingspaal	Foundation pile	pilot de fondation	Rammpfahl			
gaffel	gaff	vergue de corne, corne	Gaffel	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
galei	galley 	galère	Galeere	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Galg	Gallow	Gibet	Galgen	AAT		Strafwerktuigen voor het ophangen van misdadigers, bestaande uit twee, drie of vier door een dwarsbalk verbonden palen, en voorzien van stroppen
Galg	Gallow	potence	Galgen	AAT		Strafwerktuigen voor het ophangen van misdadigers, bestaande uit twee, drie of vier door een dwarsbalk verbonden palen, en voorzien van stroppen
galg	bracket 	gousset, support	Galgen 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Galgenveld	Gallows-field	Gibet	Galgenplatz	AAT		Velden waarop een galg of galgen staan
Galgenveld	Gallows-field	lieu patibulaire	Galgenplatz	AAT		Velden waarop een galg of galgen staan
Galgenveld	Gallows-lee	Gibet	Galgenplatz	AAT		Velden waarop een galg of galgen staan
Galgenveld	Gallows-lee	lieu patibulaire	Galgenplatz	AAT		Velden waarop een galg of galgen staan
Galgenveld	Gallows-field	Gibet	Gerichtsstätte	AAT		Velden waarop een galg of galgen staan
Galgenveld	Gallows-field	lieu patibulaire	Gerichtsstätte	AAT		Velden waarop een galg of galgen staan
Galgenveld	Gallows-lee	Gibet	Gerichtsstätte	AAT		Velden waarop een galg of galgen staan
